id,title,slug,content,excerpt,type,event_date,location,featured_image,published,created_at,updated_at
867965e8-5dc5-4419-bf84-b7877b7036f1,RheinBrücke’s Kinetic ERP MEA Cloud Receives Green Certificate from Moro Hub for Sustainable Cloud Adoption,RheinBrücke’s Kinetic ERP MEA Cloud Receives Green Certificate from Moro Hub for Sustainable Cloud Adoption,"<br>
We are thrilled to announce that RheinBrücke IT Consulting has been awarded the prestigious Green Certificate by Moro Hub, a subsidiary of Dubai Electricity & Water Authority - DEWA, for our commitment to sustainability. We would like to thank Mohammad Bin Sulaiman, CEO of Moro Hub for awarding us this prestigious certificate at GITEX 2024, highlighting RheinBrücke’s dedication to reducing its carbon footprint and aligning with global sustainability goals.
<br><br>
At RheinBrücke, we are committed to leveraging cutting-edge technology to drive innovation while being environmentally responsible. By adopting energy-efficient Green Cloud platform, we are securing scalable, high-performance cloud infrastructure that also supports a greener planet. This recognition highlights the importance of sustainability in technology and the commitment to hosting our Epicor Kinetic ERP MEA Cloud workloads in the government's green data center.
<br><br>
We are honored to receive this recognition and look forward to continuing our sustainable initiatives for a brighter, more sustainable future. We would like to extend our gratitude to Mohammad Bin Sulaiman, Said Abu Saeed Saleem, Dr. Ali Bin Mohammed AlMuwaijei, Arisha P., Vetri Selvan, Sreekanth Ramakrishnan, and Nithish Ramanathan for their invaluable contributions and support in achieving this significant milestone",,news,,,https://fltdymhjpiwnwltazqse.supabase.co/storage/v1/object/public/news-event-images/news-event-images/1765348393933-51lnc.png,true,2024-11-10 06:33:17.961939+00,2025-12-10 14:13:35.347337+00
8935adb4-fb93-424b-a35e-d9d2d2baab1a,RheinBrücke Pinnacle Award of Excellence,RheinBrücke Pinnacle Award of Excellence,RheinBrücke Pinnacle Award of Excellence,,news,,,,true,2019-04-10 06:17:21.285399+00,2025-12-10 14:21:44.966758+00
89e6abaa-ed9a-4aa8-bad8-30ca6491850b,Launch of RheinBrücke Middle East Infrastructure LLC in Dubai,Launch of RheinBrücke Middle East Infrastructure LLC in Dubai,Launch of RheinBrücke Middle East Infrastructure LLC in Dubai,,news,,,,true,2019-04-10 05:55:09.060605+00,2025-12-10 14:22:34.669744+00
8c4e4649-3ee2-40b3-a42d-75b24278cfaa,Establishing our Saudi presence and launch of AIMS partnership,Establishing our Saudi presence and launch of AIMS partnership,"<br>
RheinBrücke established its presence in Saudi Arabia through a new strategic partnership with AIMS. AIMS is a multi-billion-dollar investment holding company headquartered in Jeddah that operates in several sectors, including Investment, Properties, Industrial Trading and Manufacturing, Education, Real Estate, and Hospitality.
<br><br>
We would like to express our sincere appreciation to His Excellency Mohamed Hassan Al Noman, the chairman of the board, Mr. Saleh Abdullah Ibrahim, and the CEO of Business Services, Eng. Tariq Malki, for their tremendous assistance in making this collaboration possible. We also express our gratitude to Mr. Nadeem Zaman, Chief Advisor to the Minister of Investment (KSA), for all the guidance and assistance provided.
<br><br>
Their forethought and vision have started our journey's fascinating, new chapter. Our partnership with AIMS is proof of our constant commitment to providing outstanding experiences and value to our consumers in the Saudi Arabian market.
<br>",,news,,,https://fltdymhjpiwnwltazqse.supabase.co/storage/v1/object/public/news-event-images/news-event-images/1765363476073-nswk7o.jpg,true,2023-01-10 06:32:05.563366+00,2025-12-10 14:16:01.538915+00
994d82fc-57c7-40c4-b259-d9c508e79859,RheinBrücke launches its strategic sourcing solution MeRLIN Sourcing,RheinBrücke launches its strategic sourcing solution MeRLIN Sourcing,RheinBrücke launches its strategic sourcing solution MeRLIN Sourcing,,news,,,https://fltdymhjpiwnwltazqse.supabase.co/storage/v1/object/public/news-event-images/news-event-images/1765348121317-i0fqva.png,true,2020-11-10 06:29:05.912968+00,2025-12-10 14:18:27.475937+00
9e21ae5a-7ed2-4b1a-8811-1f1b2aff41ad,RheinBrücke IT Consulting Continues Its Winning Streak at the Stevie Awards,RheinBrücke IT Consulting Continues Its Winning Streak at the Stevie Awards,RheinBrücke IT Consulting Continues Its Winning Streak at the Stevie Awards,,news,,,,true,2015-10-10 05:37:39.252457+00,2025-12-10 14:36:16.711821+00
9f882bcc-ced0-4a49-a370-fcb5ba5323fc,"RheinBrücke completes acquisition of Indian subsidiary Offices in NL, DE and IN","RheinBrücke completes acquisition of Indian subsidiary Offices in NL, DE and IN",m,,news,,,,true,2014-02-10 05:31:33.88592+00,2025-12-10 14:45:21.701924+00
addc8dbf-6209-46d0-abec-b7c394499d82,RheinBrücke launched its Academy for enterprises and individuals to help develop their skills and knowledge for the digital age,RheinBrücke launched its Academy for enterprises and individuals to help develop their skills and knowledge for the digital age,RheinBrücke launched its Academy for enterprises and individuals to help develop their skills and knowledge for the digital age,,news,,,,true,2020-11-10 06:27:48.805+00,2025-12-10 14:18:57.125344+00
ae9e65b6-7e7b-43da-96ac-ad95e6c6f3ca,Launch of Epicor Cloud Solution,Launch of Epicor Cloud Solution,Launch of Epicor Cloud Solution,,news,,,,true,2019-04-10 05:55:34.20158+00,2025-12-10 14:22:08.768332+00
b431e575-19d3-490e-9c3c-35b0813e728d,RIC – signs up 2 Fortune 100 Global Auto supplier customers,RIC – signs up 2 Fortune 100 Global Auto supplier customers,z,,news,,,,true,2014-01-10 05:30:35.49493+00,2025-12-10 14:45:52.741878+00
c8181cfc-df2d-4595-847a-383e402cdc29,RheinBrücke IT Consulting GmbH continues to shine at German Stevie Awards 2017,RheinBrücke IT Consulting GmbH continues to shine at German Stevie Awards 2017,RheinBrücke IT Consulting GmbH continues to shine at German Stevie Awards 2017,,news,,,,true,2017-03-10 05:47:29.913375+00,2025-12-10 14:39:27.595175+00
cda042ee-aa48-426d-a91a-0fd3658793c4,RheinBrücke IT Consulting Recognized as ‘Top Consultant’ for the year 2014- 2015,RheinBrücke IT Consulting Recognized as ‘Top Consultant’ for the year 2014- 2015,g,,news,,,,true,2014-10-10 05:35:48.984935+00,2025-12-10 14:40:20.089696+00
d536ae48-9dbb-4843-a65e-a0948909614e,Inauguration of the India Development Centre in Chennai on July 30th.,Inauguration of the India Development Centre in Chennai on July 30th.,Inauguration of the India Development Centre in Chennai on July 30th.,,news,,,,true,2014-07-10 05:33:47.134299+00,2025-12-10 14:42:20.906875+00
df0b4f50-2a43-4fca-85a4-da461efbbb26,RheinBrücke joins forces with Moro and Epicor to drive Cloud powered digital transformation in the Middle East,RheinBrücke joins forces with Moro and Epicor to drive Cloud powered digital transformation in the Middle East,RheinBrücke joins forces with Moro and Epicor to drive Cloud powered digital transformation in the Middle East,,news,,,,true,2019-06-10 06:26:55.112014+00,2025-12-10 14:20:31.869416+00
e66772ef-e938-4102-95ec-dac5820cdfd3,RheinBrücke IT Consulting continues to shine at the Stevies International Business Awards,RheinBrücke IT Consulting continues to shine at the Stevies International Business Awards,RheinBrücke IT Consulting continues to shine at the Stevies International Business Awards,,news,,,,true,2016-10-10 05:46:41.903097+00,2025-12-10 14:33:38.407378+00
e8a4ac8d-c530-4fcb-852f-d656a7f84f5f,MoU for Collaboration with Ajman Chamber of Commerce,MoU for Collaboration with Ajman Chamber of Commerce,MoU for Collaboration with Ajman Chamber of Commerce,,news,,,,true,2019-04-10 06:26:13.452453+00,2025-12-10 14:47:19.434906+00
f1bb6d0d-80c9-4ac3-a403-ef83a146fb67,RheinBrücke IT Consulting launches EpicPay a payroll processing software at the Epicor EMEA Insights 2015,RheinBrücke IT Consulting launches EpicPay a payroll processing software at the Epicor EMEA Insights 2015,RheinBrücke IT Consulting launches EpicPay a payroll processing software at the Epicor EMEA Insights 2015,,news,,,,true,2015-03-10 05:36:42.951627+00,2025-12-10 14:37:44.607825+00
